date,cnn_fng,vix,vvix,skew,nasdaq_close,kospi_close,sp500_close,russell2k_close,soxx_close,nasdaq_52w_high,kospi_52w_high,sp500_52w_high,russell2k_52w_high,soxx_52w_high,nasdaq_drop_pct,kospi_drop_pct,sp500_drop_pct,russell2k_drop_pct,soxx_drop_pct,tqqq_close,soxl_close,koru_close,smh_close,qqq_close,ewy_close,cnn_trigger,vix_trigger,margin_trigger,signal_count,sell_leverage_trigger,sell_leading_trigger,sell_expert_trigger,sell_signal_count,ratio_cash,ratio_core,ratio_sat,memo,stage,nasdaq_sma200,sp500_sma200,kospi_sma200
2025-08-27,59.11,14.85,94.93,150.88,21590.14,3187.16,6481.4,2373.8,250.29,21713.14,3254.47,6481.4,2373.8,253.08,-0.57,-2.07,0.0,0.0,-1.1,45.33,28.17,79.11,296.74,571.37,70.88,0,0,0,0,0,0,0,0,,,,,normal,19276.32,5954.5,2701.0
2025-08-28,64.43,14.43,92.03,152.5,21705.16,3196.32,6501.86,2378.41,251.5,21713.14,3254.47,6501.86,2378.41,253.08,-0.04,-1.79,0.0,0.0,-0.62,46.16,28.52,82.79,297.95,574.95,72.02,0,0,0,0,0,0,0,0,,,,,normal,19288.49,5957.14,2704.27
2025-08-29,61.54,15.36,97.17,152.1,21455.55,3186.01,6460.26,2366.42,244.3,21713.14,3254.47,6501.86,2378.41,253.08,-1.19,-2.1,-0.64,-0.5,-3.47,44.49,26.03,78.2,289.39,568.29,70.65,0,0,0,0,0,0,0,0,,,,,normal,19299.34,5959.47,2707.25
2025-09-02,62.46,17.17,103.88,151.48,21279.63,3172.35,6415.54,2352.21,241.82,21713.14,3254.47,6501.86,2378.41,253.08,-2.0,-2.52,-1.33,-1.1,-4.45,43.36,25.24,77.09,285.59,563.53,70.34,0,0,0,0,0,0,0,0,,,,,normal,19309.24,5961.54,2713.13
2025-09-03,61.37,16.35,99.62,150.22,21497.73,3184.42,6448.26,2349.97,240.67,21713.14,3254.47,6501.86,2378.41,253.08,-0.99,-2.15,-0.82,-1.2,-4.9,44.37,24.9,80.1,285.54,567.96,71.31,0,0,0,0,0,0,0,0,,,,,normal,19320.32,5963.86,2716.22
2025-09-04,61.17,15.3,95.28,153.96,21707.69,3200.83,6502.08,2379.61,243.15,21713.14,3254.47,6502.08,2379.61,253.08,-0.03,-1.65,0.0,0.0,-3.92,45.57,25.64,80.63,288.96,573.1,71.46,0,0,0,0,0,0,0,0,,,,,normal,19332.71,5966.44,2719.42
2025-09-05,58.69,15.18,93.06,148.16,21700.39,3205.12,6481.5,2391.05,246.02,21713.14,3254.47,6502.08,2391.05,253.08,-0.06,-1.52,-0.32,0.0,-2.79,45.72,26.44,82.35,292.37,573.93,72.01,0,0,0,0,0,0,0,0,,,,,normal,19345.67,5969.1,2722.79
2025-09-08,58.23,15.11,92.29,148.82,21798.7,3219.59,6495.15,2394.89,247.81,21798.7,3254.47,6502.08,2394.89,253.08,0.0,-1.07,-0.11,0.0,-2.08,46.37,27.07,84.09,295.6,576.73,72.56,0,0,0,0,0,0,0,0,,,,,normal,19361.27,5972.23,2726.48
2025-09-09,57.94,15.04,93.16,150.93,21879.49,3260.05,6512.61,2381.82,248.02,21879.49,3260.05,6512.61,2394.89,253.08,0.0,0.0,0.0,-0.55,-2.0,46.75,27.17,86.59,296.89,578.36,73.27,0,0,0,0,0,0,0,0,,,,,normal,19376.7,5975.32,2730.69
2025-09-10,57.94,15.35,100.53,151.92,21886.06,3314.53,6532.04,2378.01,252.39,21886.06,3314.53,6532.04,2394.89,253.08,0.0,0.0,0.0,-0.7,-0.27,46.8,28.59,92.59,299.9,578.55,74.97,0,0,0,0,0,0,0,0,,,,,normal,19391.2,5978.4,2735.17
2025-09-11,60.34,14.71,96.32,147.63,22043.07,3344.2,6587.47,2421.53,254.13,22043.07,3344.2,6587.47,2421.53,254.13,0.0,0.0,0.0,0.0,0.0,47.59,29.16,97.0,302.99,581.92,76.15,0,0,0,0,0,0,0,0,,,,,normal,19406.58,5981.75,2739.81
2025-09-12,61.34,14.76,96.78,149.49,22141.1,3395.54,6584.29,2397.06,254.57,22141.1,3395.54,6587.47,2421.53,254.57,0.0,0.0,-0.05,-1.01,0.0,48.18,29.29,99.92,303.38,584.49,76.93,0,0,0,0,0,0,0,0,,,,,normal,19422.42,5984.93,2744.44
2025-09-15,64.46,15.69,99.55,152.11,22348.75,3407.31,6615.28,2405.13,256.72,22348.75,3407.31,6615.28,2421.53,256.72,0.0,0.0,0.0,-0.68,0.0,49.41,29.99,101.94,306.22,589.49,77.45,0,0,0,0,0,0,0,0,,,,,normal,19439.15,5988.16,2749.11
2025-09-16,64.37,16.36,104.1,148.21,22333.96,3449.62,6606.76,2403.03,258.04,22348.75,3449.62,6615.28,2421.53,258.04,-0.07,0.0,-0.13,-0.76,0.0,49.27,30.47,107.86,306.26,588.99,78.92,0,0,0,0,0,0,0,0,,,,,normal,19455.55,5991.25,2753.95
2025-09-17,63.77,15.72,96.17,146.37,22261.33,3413.4,6600.35,2407.34,257.99,22348.75,3449.62,6615.28,2421.53,258.04,-0.39,-1.05,-0.23,-0.59,-0.02,48.96,30.46,104.22,304.3,587.82,78.08,0,0,0,0,0,0,0,0,,,,,normal,19470.98,5994.15,2758.62
2025-09-18,66.54,15.7,97.28,148.19,22470.72,3461.3,6631.96,2467.7,267.01,22470.72,3461.3,6631.96,2467.7,267.01,0.0,0.0,0.0,0.0,0.0,50.28,33.63,107.92,315.99,593.12,78.98,0,0,0,0,0,0,0,0,,,,,normal,19488.03,5997.31,2763.42
2025-09-19,66.23,15.45,96.9,146.97,22631.48,3445.24,6664.36,2448.77,265.31,22631.48,3461.3,6664.36,2467.7,267.01,0.0,-0.46,0.0,-0.77,-0.64,51.28,33.01,104.83,314.73,597.13,78.29,0,0,0,0,0,0,0,0,,,,,normal,19505.1,6000.47,2767.97
2025-09-22,66.51,16.1,99.75,145.46,22788.98,3468.65,6693.75,2463.34,269.27,22788.98,3468.65,6693.75,2467.7,269.27,0.0,0.0,0.0,-0.18,0.0,52.14,34.42,110.92,321.17,600.67,79.77,0,0,0,0,0,0,0,0,,,,,normal,19522.02,6003.71,2772.71
2025-09-23,56.77,16.64,101.23,146.53,22573.47,3486.19,6656.92,2457.51,268.95,22788.98,3486.19,6693.75,2467.7,269.27,-0.95,0.0,-0.55,-0.41,-0.12,51.09,34.3,110.49,320.7,596.68,79.66,0,0,0,0,0,0,0,0,,,,,normal,19537.49,6006.74,2777.63
2025-09-24,54.57,16.18,99.99,145.87,22497.86,3472.14,6637.97,2434.98,268.54,22788.98,3486.19,6693.75,2467.7,269.27,-1.28,-0.4,-0.83,-1.33,-0.27,50.54,34.2,104.55,320.11,594.58,78.28,0,0,0,0,0,0,0,0,,,,,normal,19551.3,6009.5,2782.46
2025-09-25,50.66,16.74,100.34,145.89,22384.7,3471.11,6604.72,2411.04,267.68,22788.98,3486.19,6693.75,2467.7,269.27,-1.77,-0.43,-1.33,-2.3,-0.59,49.86,33.85,104.05,320.06,592.02,78.14,0,0,0,0,0,0,0,0,,,,,normal,19564.72,6012.15,2787.54
2025-09-26,51.29,15.29,93.4,141.51,22484.07,3386.05,6643.7,2434.32,268.27,22788.98,3486.19,6693.75,2467.7,269.27,-1.34,-2.87,-0.75,-1.35,-0.37,50.46,34.02,100.04,320.82,594.45,77.14,0,0,0,0,0,0,0,0,,,,,normal,19577.84,6014.91,2792.2
2025-09-29,50.97,16.12,96.74,143.03,22591.15,3431.21,6661.21,2435.25,268.37,22788.98,3486.19,6693.75,2467.7,269.27,-0.87,-1.58,-0.49,-1.31,-0.33,51.14,34.02,105.02,321.66,597.21,78.48,0,0,0,0,0,0,0,0,,,,,normal,19592.12,6017.95,2796.85
2025-09-30,51.4,16.28,95.89,143.44,22660.01,3424.6,6688.46,2436.48,270.56,22788.98,3486.19,6693.75,2467.7,270.56,-0.57,-1.77,-0.08,-1.27,0.0,51.53,34.84,104.54,325.35,598.84,78.34,0,0,0,0,0,0,0,0,,,,,normal,19606.98,6021.22,2801.66
2025-10-01,52.49,16.29,93.22,143.68,22755.16,3455.83,6711.2,2442.35,275.77,22788.98,3486.19,6711.2,2467.7,275.77,-0.15,-0.87,0.0,-1.03,0.0,52.26,36.86,111.39,332.65,601.72,80.09,0,0,0,0,0,0,0,0,,,,,normal,19620.58,6024.36,2806.73
2025-10-02,54.54,16.63,94.1,145.93,22844.05,3549.21,6715.35,2458.49,281.1,22844.05,3549.21,6715.35,2467.7,281.1,0.0,0.0,0.0,-0.37,0.0,52.9,39.08,118.22,337.19,604.19,81.7,0,0,0,0,0,0,0,0,,,,,normal,19635.29,6027.68,2812.33
2025-10-03,52.57,16.65,94.79,144.65,22780.51,,6715.79,2476.18,279.38,22844.05,,6715.79,2476.18,281.1,-0.28,,0.0,0.0,-0.61,52.18,38.23,119.55,335.64,601.65,82.01,0,0,0,0,0,0,0,0,,,,,normal,19649.56,6031.0,2812.33
2025-10-06,53.97,16.37,95.38,142.5,22941.67,,6740.28,2486.35,287.76,22941.67,,6740.28,2486.35,287.76,0.0,,0.0,0.0,0.0,53.35,41.71,123.4,342.31,606.16,82.92,0,0,0,0,0,0,0,0,,,,,normal,19663.4,6034.33,2812.33
2025-10-07,51.86,17.24,98.7,145.22,22788.36,,6714.59,2458.42,281.32,22941.67,,6740.28,2486.35,287.76,-0.67,,-0.38,-1.12,-2.24,52.49,38.83,117.32,336.0,602.97,81.52,0,0,0,0,0,0,0,0,,,,,normal,19676.79,6037.65,2812.33
2025-10-08,52.94,16.3,96.22,145.76,23043.38,,6753.72,2483.99,290.93,23043.38,,6753.72,2486.35,290.93,0.0,,0.0,-0.09,0.0,54.27,42.78,120.56,345.0,609.88,82.34,0,0,0,0,0,0,0,0,,,,,normal,19695.05,6042.06,2812.33
2025-10-09,48.63,16.43,97.25,145.34,23024.63,,6735.11,2468.85,289.59,23043.38,,6753.72,2486.35,290.93,-0.08,,-0.28,-0.7,-0.46,54.05,42.24,117.42,344.14,609.15,81.6,0,0,0,0,0,0,0,0,,,,,normal,19713.3,6046.4,2812.33
2025-10-10,30.14,21.66,116.25,138.86,22204.43,3610.6,6552.51,2394.59,271.42,23043.38,3610.6,6753.72,2486.35,290.93,-3.64,0.0,-2.98,-3.69,-6.71,48.38,34.21,105.98,324.33,588.0,78.95,0,0,0,0,0,0,0,0,,,,,normal,19726.46,6049.51,2818.58
2025-10-13,29.74,19.03,106.45,142.81,22694.61,3584.55,6654.72,2461.42,284.28,23043.38,3610.6,6753.72,2486.35,290.93,-1.51,-0.72,-1.47,-1.0,-2.29,51.45,39.14,117.02,338.7,600.48,81.78,0,0,0,0,0,0,0,0,,,,,normal,19741.11,6052.91,2824.42
2025-10-14,28.29,20.81,113.19,146.48,22521.7,3561.81,6644.31,2495.5,278.45,23043.38,3610.6,6753.72,2495.5,290.93,-2.26,-1.35,-1.62,0.0,-4.29,50.4,36.63,113.23,332.47,596.48,80.87,0,0,0,0,0,0,0,0,,,,,normal,19753.57,6055.93,2830.01
2025-10-15,27.41,20.64,117.3,144.98,22670.08,3657.28,6671.06,2519.75,287.04,23043.38,3657.28,6753.72,2519.75,290.93,-1.62,0.0,-1.22,0.0,-1.34,51.43,39.98,123.14,340.72,600.69,83.3,0,0,0,0,0,0,0,0,,,,,normal,19766.81,6059.1,2835.89
2025-10-16,23.11,25.31,134.25,147.14,22562.54,3748.37,6629.07,2467.02,288.38,23043.38,3748.37,6753.72,2519.75,290.93,-2.09,0.0,-1.85,-2.09,-0.88,50.86,40.57,134.97,342.24,598.46,85.95,0,1,0,1,0,0,0,0,,,,,entry,19781.02,6062.39,2842.16
2025-10-17,22.33,20.78,115.63,147.63,22679.97,3748.89,6664.01,2452.17,287.57,23043.38,3748.89,6753.72,2519.75,290.93,-1.58,0.0,-1.33,-2.68,-1.15,51.83,40.29,137.77,341.77,602.39,86.58,0,1,0,1,0,0,0,0,,,,,entry,19796.98,6066.18,2848.46
2025-10-20,29.86,18.23,103.18,151.31,22990.54,3814.69,6735.13,2499.91,292.36,23043.38,3814.69,6753.72,2519.75,292.36,-0.23,0.0,-0.28,-0.79,0.0,53.77,42.24,146.93,346.14,609.98,88.44,0,0,0,0,0,0,0,0,,,,,normal,19815.38,6070.44,2855.25
2025-10-21,28.54,17.87,103.36,149.95,22953.67,3823.84,6735.35,2487.69,290.72,23043.38,3823.84,6753.72,2519.75,292.36,-0.39,0.0,-0.27,-1.27,-0.56,53.71,41.51,138.08,344.23,609.82,86.69,0,0,0,0,0,0,0,0,,,,,normal,19833.75,6074.78,2861.94
2025-10-22,26.37,18.6,104.87,152.85,22740.4,3883.68,6699.4,2451.55,283.54,23043.38,3883.68,6753.72,2519.75,292.36,-1.31,0.0,-0.8,-2.71,-3.02,52.13,38.39,141.88,337.55,603.95,87.49,0,0,0,0,0,0,0,0,,,,,normal,19849.34,6078.56,2869.18
2025-10-23,27.57,17.3,98.6,154.34,22941.8,3845.56,6738.44,2482.66,290.46,23043.38,3883.68,6753.72,2519.75,292.36,-0.44,-0.98,-0.23,-1.47,-0.65,53.44,41.17,144.62,343.73,609.03,88.09,0,0,0,0,0,0,0,0,,,,,normal,19864.72,6082.38,2876.39
2025-10-24,32.46,16.37,98.03,153.49,23204.87,3941.59,6791.69,2513.47,295.25,23204.87,3941.59,6791.69,2519.75,295.25,0.0,0.0,0.0,-0.25,0.0,55.1,43.14,154.15,350.05,615.53,90.03,0,0,0,0,0,0,0,0,,,,,normal,19883.3,6086.79,2883.89
2025-10-27,37.34,15.79,97.4,148.5,23637.46,4042.83,6875.16,2520.44,303.45,23637.46,4042.83,6875.16,2520.44,303.45,0.0,0.0,0.0,0.0,0.0,58.03,46.84,165.58,358.82,626.49,92.24,0,0,0,0,0,0,0,0,,,,,normal,19904.09,6091.58,2891.9
2025-10-28,39.34,16.42,101.51,140.37,23827.49,4010.41,6890.89,2506.65,303.82,23827.49,4042.83,6890.89,2520.44,303.82,0.0,-0.8,0.0,-0.55,0.0,59.35,46.96,166.26,361.98,631.31,92.38,0,0,0,0,0,0,0,0,,,,,normal,19927.42,6096.9,2899.8
2025-10-29,42.11,16.92,103.57,139.45,23958.47,4081.15,6890.59,2484.81,308.96,23958.47,4081.15,6890.89,2520.44,308.96,0.0,0.0,-0.0,-1.41,0.0,60.11,49.38,179.14,367.47,634.15,94.77,0,0,0,0,0,0,0,0,,,,,normal,19951.77,6102.17,2908.18
2025-10-30,37.06,16.91,102.84,141.15,23581.14,4086.89,6822.34,2465.95,304.78,23958.47,4086.89,6890.89,2520.44,308.96,-1.57,0.0,-0.99,-2.16,-1.35,57.36,47.39,170.25,362.6,624.46,93.17,0,0,0,0,0,0,0,0,,,,,normal,19974.46,6107.06,2916.62
2025-10-31,34.46,17.44,104.46,142.78,23724.96,4107.5,6840.2,2479.38,305.91,23958.47,4107.5,6890.89,2520.44,308.96,-0.97,0.0,-0.74,-1.63,-0.99,58.17,47.78,179.08,361.89,627.47,94.87,0,0,0,0,0,0,0,0,,,,,normal,19995.53,6111.52,2925.16
2025-11-03,32.6,17.17,101.43,141.99,23834.72,4221.87,6851.97,2471.24,307.74,23958.47,4221.87,6890.89,2520.44,308.96,-0.52,0.0,-0.56,-1.95,-0.39,58.97,48.58,199.84,364.96,630.47,98.57,0,0,0,0,0,0,0,0,,,,,normal,20018.01,6116.09,2934.06
2025-11-04,20.94,19.0,104.44,144.01,23348.64,4121.74,6771.55,2427.34,295.64,23958.47,4221.87,6890.89,2520.44,308.96,-2.55,-2.37,-1.73,-3.69,-4.31,55.36,42.8,170.23,351.67,617.67,93.66,0,0,0,0,0,0,0,0,,,,,normal,20036.6,6119.96,2942.23
2025-11-05,23.06,18.01,100.77,143.64,23499.8,4004.42,6796.29,2464.78,304.84,23958.47,4221.87,6890.89,2520.44,308.96,-1.91,-5.15,-1.37,-2.21,-1.33,56.44,46.83,174.44,358.38,621.69,94.5,0,0,0,0,0,0,0,0,,,,,normal,20055.32,6123.7,2949.79
2025-11-06,24.34,19.5,105.71,143.54,23053.99,4026.45,6720.32,2418.82,296.88,23958.47,4221.87,6890.89,2520.44,308.96,-3.78,-4.63,-2.48,-4.03,-3.91,53.27,43.01,157.83,350.0,610.11,91.46,0,0,0,0,0,0,0,0,,,,,normal,20070.54,6126.87,2957.32
2025-11-07,20.43,19.08,103.6,141.27,23004.54,3953.76,6728.8,2432.82,293.77,23958.47,4221.87,6890.89,2520.44,308.96,-3.98,-6.35,-2.35,-3.48,-4.92,52.72,41.74,148.8,347.04,608.19,89.78,0,0,0,0,0,0,0,0,,,,,normal,20085.29,6129.92,2964.48
2025-11-10,29.94,17.6,98.91,142.94,23527.17,4073.24,6832.43,2455.65,301.37,23958.47,4221.87,6890.89,2520.44,308.96,-1.8,-3.52,-0.85,-2.57,-2.46,56.17,44.96,167.45,357.68,621.64,93.57,0,0,0,0,0,0,0,0,,,,,normal,20103.16,6133.58,2972.26
2025-11-11,30.46,17.28,99.6,143.45,23468.3,4106.39,6846.61,2458.28,294.54,23958.47,4221.87,6890.89,2520.44,308.96,-2.05,-2.74,-0.64,-2.47,-4.67,55.71,41.81,165.38,349.96,619.99,93.2,0,0,0,0,0,0,0,0,,,,,normal,20123.79,6137.75,2980.35
2025-11-12,34.57,17.51,103.47,138.57,23406.46,4150.39,6850.92,2450.8,299.05,23958.47,4221.87,6890.89,2520.44,308.96,-2.3,-1.69,-0.58,-2.76,-3.21,55.6,43.71,168.8,354.43,619.5,93.81,0,0,0,0,0,0,0,0,,,,,normal,20142.15,6141.66,2988.61
2025-11-13,24.54,20.0,111.25,142.49,22870.36,4170.63,6737.49,2382.98,288.78,23958.47,4221.87,6890.89,2520.44,308.96,-4.54,-1.21,-2.23,-5.45,-6.53,52.16,39.22,158.78,343.75,606.85,92.0,0,0,0,0,0,0,0,0,,,,,normal,20158.34,6145.15,2996.98
2025-11-14,22.06,19.83,107.95,137.93,22900.59,4011.57,6734.11,2388.23,287.92,23958.47,4221.87,6890.89,2520.44,308.96,-4.42,-4.98,-2.28,-5.25,-6.81,52.2,38.86,159.41,343.91,607.31,92.06,0,0,0,0,0,0,0,0,,,,,normal,20174.44,6148.47,3004.4
2025-11-17,11.64,22.38,117.86,140.9,22708.07,4089.25,6672.41,2341.38,282.97,23958.47,4221.87,6890.89,2520.44,308.96,-5.22,-3.14,-3.17,-7.1,-8.41,50.86,36.84,153.48,339.24,602.12,90.98,0,0,0,0,0,0,0,0,,,,,normal,20189.84,6151.63,3012.23
2025-11-18,8.9,24.69,124.32,142.98,22432.85,3953.62,6617.32,2348.74,276.4,23958.47,4221.87,6890.89,2520.44,308.96,-6.37,-6.35,-3.97,-6.81,-10.54,49.02,34.35,146.21,332.26,594.79,89.58,1,1,0,2,0,0,0,0,,,,,deepening,20205.05,6154.74,3019.4
2025-11-19,7.86,23.66,119.57,143.05,22564.23,3929.51,6642.16,2347.89,281.02,23958.47,4221.87,6890.89,2520.44,308.96,-5.82,-6.92,-3.61,-6.85,-9.04,49.86,35.96,141.48,338.39,598.34,88.57,1,0,0,1,0,0,0,0,,,,,entry,20219.6,6157.76,3026.46
2025-11-20,5.17,26.42,128.65,144.96,22078.05,4004.85,6538.76,2305.11,267.54,23958.47,4221.87,6890.89,2520.44,308.96,-7.85,-5.14,-5.11,-8.54,-13.41,46.3,30.81,131.8,324.09,584.18,86.59,1,1,0,2,0,0,0,0,,,,,deepening,20231.53,6160.15,3033.75
2025-11-21,5.66,23.43,118.34,148.34,22273.08,3853.26,6602.99,2369.59,270.27,23958.47,4221.87,6890.89,2520.44,308.96,-7.03,-8.73,-4.18,-5.99,-12.52,47.33,31.73,134.81,325.12,588.57,87.26,1,1,0,2,0,0,0,0,,,,,deepening,20243.93,6162.75,3040.43
2025-11-24,13.69,20.52,103.96,148.6,22872.01,3846.06,6705.12,2414.28,282.11,23958.47,4221.87,6890.89,2520.44,308.96,-4.53,-8.9,-2.7,-4.21,-8.69,50.92,35.86,139.74,338.07,603.62,88.32,0,0,0,0,0,0,0,0,,,,,normal,20260.67,6166.14,3046.98
2025-11-25,15.03,18.56,96.85,151.68,23025.59,3857.78,6765.88,2465.98,282.99,23958.47,4221.87,6890.89,2520.44,308.96,-3.89,-8.62,-1.81,-2.16,-8.41,51.84,36.17,137.04,338.96,607.34,87.82,0,0,0,0,0,0,0,0,,,,,normal,20277.23,6169.64,3053.68
2025-11-26,17.66,17.19,92.17,145.04,23214.69,3960.87,6812.61,2486.12,290.78,23958.47,4221.87,6890.89,2520.44,308.96,-3.1,-6.18,-1.14,-1.36,-5.88,53.2,39.19,145.17,346.63,612.71,89.54,0,0,0,0,0,0,0,0,,,,,normal,20295.08,6173.36,3061.22
2025-11-28,21.77,16.35,90.34,143.0,23365.69,3926.59,6849.09,2500.43,296.12,23958.47,4221.87,6890.89,2520.44,308.96,-2.47,-6.99,-0.61,-0.79,-4.16,54.36,41.26,141.92,351.19,617.67,88.87,0,0,0,0,0,0,0,0,,,,,normal,20313.66,6177.35,3075.83
2025-12-01,22.09,17.24,93.76,144.86,23275.92,3920.37,6812.63,2469.13,296.3,23958.47,4221.87,6890.89,2520.44,308.96,-2.85,-7.14,-1.14,-2.04,-4.1,53.88,41.31,140.64,351.87,615.6,88.63,0,0,0,0,0,0,0,0,,,,,normal,20330.31,6180.83,3082.75
2025-12-02,23.26,16.59,91.71,144.94,23413.67,3994.93,6829.37,2464.98,302.21,23958.47,4221.87,6890.89,2520.44,308.96,-2.27,-5.38,-0.89,-2.2,-2.18,55.12,43.8,147.16,358.32,620.42,90.05,0,0,0,0,0,0,0,0,,,,,normal,20347.25,6184.41,3090.11
2025-12-03,24.77,16.08,92.39,149.23,23454.09,4036.3,6849.72,2512.14,308.72,23958.47,4221.87,6890.89,2520.44,308.96,-2.11,-4.4,-0.6,-0.33,-0.08,55.51,46.58,151.62,363.24,621.93,90.96,0,0,0,0,0,0,0,0,,,,,normal,20364.31,6188.01,3097.69
2025-12-04,36.03,15.78,91.28,148.91,23505.14,4028.51,6857.12,2531.16,305.64,23958.47,4221.87,6890.89,2531.16,308.96,-1.89,-4.58,-0.49,0.0,-1.07,55.33,45.16,146.29,360.48,621.35,89.85,0,0,0,0,0,0,0,0,,,,,normal,20381.56,6191.57,3105.14
2025-12-05,38.14,15.41,90.65,148.83,23578.13,4100.05,6870.4,2521.48,308.76,23958.47,4221.87,6890.89,2531.16,308.96,-1.59,-2.89,-0.3,-0.38,-0.06,55.97,46.5,157.42,363.29,623.89,92.23,0,0,0,0,0,0,0,0,,,,,normal,20399.64,6195.34,3112.89
2025-12-08,40.77,16.66,97.35,150.63,23545.9,4154.85,6846.51,2520.98,312.11,23958.47,4221.87,6890.89,2531.16,312.11,-1.72,-1.59,-0.64,-0.4,0.0,55.62,47.99,161.25,367.41,622.69,92.98,0,0,0,0,0,0,0,0,,,,,normal,20419.75,6199.5,3120.75
2025-12-09,40.94,16.93,98.14,150.32,23576.49,4143.55,6840.51,2526.24,311.53,23958.47,4221.87,6890.89,2531.16,312.11,-1.59,-1.86,-0.73,-0.19,-0.19,55.83,47.79,163.66,367.86,623.46,93.47,0,0,0,0,0,0,0,0,,,,,normal,20441.19,6203.79,3128.52
2025-12-10,36.37,15.77,99.11,147.55,23654.15,4135.0,6886.68,2559.61,315.67,23958.47,4221.87,6890.89,2559.61,315.67,-1.27,-2.06,-0.06,0.0,0.0,56.47,49.65,169.58,372.94,626.01,94.62,0,0,0,0,0,0,0,0,,,,,normal,20464.33,6208.45,3136.14
2025-12-11,43.74,14.85,95.41,148.32,23593.86,4110.62,6901.0,2590.61,313.87,23958.47,4221.87,6901.0,2590.61,315.67,-1.52,-2.64,0.0,0.0,-0.57,55.93,48.79,160.69,369.74,623.99,92.87,0,0,0,0,0,0,0,0,,,,,normal,20486.93,6213.17,3143.56
2025-12-12,39.29,15.74,97.33,153.59,23195.17,4167.16,6827.41,2551.46,298.86,23958.47,4221.87,6901.0,2590.61,315.67,-3.19,-1.3,-1.07,-1.51,-5.33,52.65,41.71,148.88,353.02,612.06,90.63,0,0,0,0,0,0,0,0,,,,,normal,20510.18,6218.0,3151.04
2025-12-15,49.31,16.5,100.37,161.86,23057.41,4090.59,6816.51,2530.67,297.39,23958.47,4221.87,6901.0,2590.61,315.67,-3.76,-3.11,-1.22,-2.31,-5.79,51.85,41.18,148.88,351.81,608.99,90.69,0,0,0,0,0,0,0,0,,,,,normal,20531.23,6222.31,3158.22
2025-12-16,46.4,16.48,98.36,156.99,23111.46,3999.13,6800.26,2519.3,296.02,23958.47,4221.87,6901.0,2590.61,315.67,-3.54,-5.28,-1.46,-2.75,-6.22,52.16,40.49,142.89,350.85,610.19,89.52,0,0,0,0,0,0,0,0,,,,,normal,20555.04,6227.06,3164.94
2025-12-17,37.69,17.62,99.89,153.49,22693.32,4056.41,6721.43,2492.3,285.05,23958.47,4221.87,6901.0,2590.61,315.67,-5.28,-3.92,-2.6,-3.79,-9.7,49.24,36.01,138.54,338.19,598.88,88.58,0,0,0,0,0,0,0,0,,,,,normal,20577.08,6231.78,3172.0
2025-12-18,42.37,16.87,92.61,155.38,23006.36,3994.51,6774.76,2507.87,291.86,23958.47,4221.87,6901.0,2590.61,315.67,-3.97,-5.39,-1.83,-3.19,-7.54,51.34,38.58,145.32,346.17,607.56,90.07,0,0,0,0,0,0,0,0,,,,,normal,20599.35,6236.44,3178.82
2025-12-19,44.2,14.91,83.87,155.87,23307.62,4020.55,6834.5,2529.43,299.63,23958.47,4221.87,6901.0,2590.61,315.67,-2.72,-4.77,-0.96,-2.36,-5.08,53.35,41.72,151.31,355.12,615.48,91.34,0,0,0,0,0,0,0,0,,,,,normal,20625.54,6241.92,3185.72
2025-12-22,54.89,14.08,81.97,159.93,23428.83,4105.93,6878.49,2558.78,303.65,23958.47,4221.87,6901.0,2590.61,315.67,-2.21,-2.75,-0.33,-1.23,-3.81,54.08,43.26,153.64,359.7,618.43,91.75,0,0,0,0,0,0,0,0,,,,,normal,20651.7,6247.46,3193.14
2025-12-23,58.57,14.0,85.14,160.53,23561.84,4117.32,6909.79,2541.12,304.77,23958.47,4221.87,6909.79,2590.61,315.67,-1.66,-2.48,0.0,-1.91,-3.45,54.83,43.7,158.57,363.16,621.33,92.7,0,0,0,0,0,0,0,0,,,,,normal,20682.17,6253.94,3201.06
2025-12-24,58.0,13.47,85.24,160.53,23613.31,4108.62,6932.05,2548.08,305.95,23958.47,4221.87,6932.05,2590.61,315.67,-1.44,-2.68,0.0,-1.64,-3.08,55.27,44.21,167.88,364.17,623.14,94.6,0,0,0,0,0,0,0,0,,,,,normal,20713.05,6260.74,3208.96
2025-12-26,54.86,13.6,84.24,151.45,23593.1,4129.68,6929.94,2534.35,305.85,23958.47,4221.87,6932.05,2590.61,315.67,-1.53,-2.18,-0.03,-2.17,-3.11,55.22,44.21,174.43,365.86,623.1,95.84,0,0,0,0,0,0,0,0,,,,,normal,20742.78,6267.39,3216.81
2025-12-29,47.89,14.2,85.88,150.47,23474.35,4220.56,6905.74,2519.8,305.13,23958.47,4221.87,6932.05,2590.61,315.67,-2.02,-0.03,-0.38,-2.73,-3.34,54.4,43.82,190.11,364.21,620.09,98.72,0,0,0,0,0,0,0,0,,,,,normal,20773.63,6274.31,3225.04
2025-12-30,46.11,14.33,87.13,148.33,23419.08,4214.17,6896.24,2500.59,304.73,23958.47,4221.87,6932.05,2590.61,315.67,-2.25,-0.18,-0.52,-3.47,-3.47,54.01,43.67,189.27,363.31,618.65,98.62,0,0,0,0,0,0,0,0,,,,,normal,20801.96,6280.6,3233.29
